,Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,sentiments,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
388,The Cabin in the Woods,2011,92,104.134,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz","When five college friends (Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz, Jesse Williams) arrive at a remote forest cabin...",negative,70683134.0,Horror,7.0,72.0,95.0,407266.0
389,Repulsion,1965,95,97.136,Roman Polanski,"Catherine Deneuve, Yvonne Furneaux, Ian Hendry, John Fraser","In Roman Polanski's first English-language film, beautiful young manicurist Carole (Catherine Deneuve) suffers from androphobia (the pathological fear of interaction...",positive,38090.0,Horror,7.6,91.0,105.0,52621.0
390,Rosemary's Baby,1968,96,104.607,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer",A young wife comes to believe that her offspring is not of this world. Waifish Rosemary Woodhouse (Mia Farrow) and...,negative,33396740.0,Drama,8.0,96.0,137.0,210823.0
391,The Silence of the Lambs,1991,95,106.325,Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine","Jodie Foster stars as Clarice Starling, a top student at the FBI's training academy. Jack Crawford (Scott Glenn) wants Clarice...",positive,275726716.0,Drama,8.6,85.0,118.0,1385089.0
392,The Invisible Man,1933,94,101.74,James Whale,"Claude Rains, Gloria Stuart, Henry Travers, William Harrigan","While researching a new drug, Dr. Jack Griffin (Claude Rains) stumbles on a potion that can make him invisible. When...",negative,138996774.0,Drama,7.1,72.0,124.0,216444.0
393,Night of the Living Dead,1968,96,98.484,George A. Romero,"Duane Jones, Judith O'Dea, Karl Hardman, Keith Wayne",A disparate group of individuals takes refuge in an abandoned house when corpses begin to leave the graveyard in search...,negative,30087064.0,Horror,7.8,89.0,96.0,125914.0
394,It Follows,2014,96,106.229,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary","After carefree teenager Jay (Maika Monroe) sleeps with her new boyfriend, Hugh (Jake Weary), for the first time, she learns...",positive,23236296.0,Horror,6.8,83.0,100.0,233349.0
395,Hereditary,2018,89,112.892,Ari Aster,"Toni Collette, Gabriel Byrne, Alex Wolff, Ann Dowd","When the matriarch of the Graham family passes away, her daughter and grandchildren begin to unravel cryptic and increasingly terrifying...",positive,81263489.0,Drama,7.3,87.0,127.0,292399.0
396,The Lighthouse,2019,90,113.46,Robert Eggers,"Robert Pattinson, Willem Dafoe, Valeriia Karaman, Logan Hawkes",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the...,positive,18317198.0,Drama,7.4,83.0,109.0,201046.0
397,Frankenstein,1931,100,106.381,James Whale,"Boris Karloff, Colin Clive, Mae Clarke, John Boles",This iconic horror film follows the obsessed scientist Dr. Henry Frankenstein (Colin Clive) as he attempts to create life by...,negative,112006296.0,Drama,7.8,91.0,70.0,71102.0
398,The Babadook,2014,98,107.13,Jennifer Kent,"Essie Davis, Daniel Henshall, Noah Wiseman, Hayley McElhinney",A troubled widow (Essie Davis) discovers that her son is telling the truth about a monster that entered their home...,positive,7482387.0,Horror,6.8,86.0,94.0,217050.0
399,Jaws,1975,98,105.781,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary","When a young woman is killed by a shark while skinny-dipping near the New England tourist town of Amity Island,...",positive,470700000.0,Thriller,8.1,87.0,124.0,583078.0
400,A Quiet Place,2018,96,119.152,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe","If they hear you, they hunt you. A family must live in silence to avoid mysterious creatures that hunt by...",positive,334876670.0,Drama,7.5,82.0,90.0,506730.0
401,Alien,1979,98,108.727,Ridley Scott,"Tom Skerritt, Sigourney Weaver, John Hurt, Veronica Cartwright","In deep space, the crew of the commercial starship Nostromo is awakened from their cryo-sleep capsules halfway through their journey...",negative,184694992.0,Horror,8.5,89.0,117.0,853743.0
402,Us,2019,93,127.653,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker","Accompanied by her husband, son and daughter, Adelaide Wilson returns to the beachfront home where she grew up as a...",negative,256091919.0,Horror,6.8,81.0,116.0,275104.0
403,Get Out,2017,98,129.043,Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford","Now that Chris and his girlfriend, Rose, have reached the meet-the-parents milestone of dating, she invites him for a weekend...",positive,252297405.0,Horror,7.7,85.0,104.0,561066.0
404,Psycho,1960,96,108.19,Alfred Hitchcock,"Anthony Perkins, Janet Leigh, Vera Miles, John Gavin","Phoenix secretary Marion Crane (Janet Leigh), on the lam after stealing $40,000 from her employer in order to run away...",negative,37226218.0,Horror,8.5,97.0,109.0,653180.0
405,The Bling Ring,2013,60,67.693,Sofia Coppola,"Israel Broussard, Katie Chang, Taissa Farmiga, Claire Julien","A teenager (Israel Broussard) and his gang of fame-obsessed youths (Katie Chang, Taissa Farmiga) use the Internet to track the...",negative,12407491.0,Drama,5.6,66.0,90.0,87382.0
406,Bandits,2001,64,69.371,Barry Levinson,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity","Joe (Bruce Willis) and Terry (Billy Bob Thornton) have escaped from prison. Cutting a swath from Oregon through California, these...",positive,71523271.0,Comedy,6.5,60.0,123.0,67988.0
407,2 Guns,2013,65,71.815,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton","For the past year, DEA agent Bobby Trench (Denzel Washington) and U.S. Navy intelligence officer Marcus Stigman (Mark Wahlberg) have...",positive,132493015.0,Comedy,6.7,55.0,109.0,209257.0
408,The Burnt Orange Heresy,2019,66,74.024,Giuseppe Capotondi,"Claes Bang, Elizabeth Debicki, Mick Jagger, Donald Sutherland","Charismatic art critic James Figueras and his American lover travel to the lavish Lake Como estate of powerful art collector,...",positive,702376.0,Thriller,6.1,57.0,99.0,4805.0
409,Heist,2001,66,70.867,David Mamet,"Gene Hackman, Danny DeVito, Delroy Lindo, Sam Rockwell",Joe Moore (Gene Hackman) has a job he loves. He's a thief. His job goes sour when he gets caught...,positive,28906817.0,Drama,6.5,66.0,109.0,36425.0
410,Wrath of Man,2021,66,79.724,Guy Ritchie,"Jason Statham, Holt McCallany, Jeffrey Donovan, Josh Hartnett","Mysterious and wild-eyed, a new security guard for a cash truck surprises his co-workers when he unleashes precision skills during...",positive,103966489.0,Thriller,7.1,57.0,119.0,161310.0
411,The Fate of the Furious,2017,67,90.214,F. Gary Gray,"Vin Diesel, Dwayne Johnson, Charlize Theron, Jason Statham","With Dom and Letty married, Brian and Mia retired and the rest of the crew exonerated, the globe-trotting team has...",positive,1236703796.0,Thriller,6.6,56.0,136.0,226908.0
412,Tower Heist,2011,68,75.099,Brett Ratner,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda","For more than 10 years, Josh Kovaks (Ben Stiller) has managed one of New York City's most luxurious and well-secured...",positive,150422946.0,Comedy,6.2,59.0,104.0,141704.0
413,Public Enemies,2009,68,79.346,Michael Mann,"Johnny Depp, Christian Bale, Marion Cotillard, Billy Crudup","Depression-era bank robber John Dillinger's (Johnny Depp) charm and audacity endear him to much of America's downtrodden public, but he's...",positive,212282709.0,Drama,7.0,70.0,140.0,297680.0
414,Ocean's Thirteen,2007,70,77.947,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia",Danny Ocean (George Clooney) and his gang hatch an ambitious plot for revenge after ruthless casino owner Willy Bank (Al...,negative,311744465.0,Thriller,6.9,62.0,122.0,340925.0
415,The Thomas Crown Affair,1999,70,73.118,John McTiernan,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara",Bored billionaire Thomas Crown (Pierce Brosnan) decides to entertain himself by stealing a Monet from a reputed museum. When Catherine...,negative,124304264.0,Drama,6.9,66.0,102.0,24812.0
416,Mission: Impossible III,2006,71,79.851,J.J. Abrams,"Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup","Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt (Tom Cruise) faces the toughest...",positive,399387745.0,Thriller,6.9,66.0,126.0,349461.0
417,The Score,2001,73,77.867,Frank Oz,"Robert De Niro, Edward Norton, Angela Bassett, Marlon Brando",Career thief Nick Wells (Robert De Niro) is about to mastermind a nearly impossible theft that will require his joining...,positive,113542091.0,Drama,6.8,71.0,124.0,127095.0
418,The Italian Job,2003,73,78.65,F. Gary Gray,"Mark Wahlberg, Charlize Theron, Edward Norton, Seth Green","After a heist in Venice, Steve (Edward Norton) turns on his partners in crime, killing safecracker John Bridger (Donald Sutherland)...",positive,176262839.0,Comedy,7.2,70.0,99.0,45778.0
419,Snatch,2000,74,78.09,Guy Ritchie,"Benicio Del Toro, Dennis Farina, Brad Pitt, Vinnie Jones",Illegal boxing promoter Turkish (Jason Statham) convinces gangster Brick Top (Alan Ford) to offer bets on bare-knuckle boxer Mickey (Brad...,negative,83593107.0,Comedy,8.3,55.0,102.0,836691.0
420,"Lock, Stock and Two Smoking Barrels",1998,74,77.012,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham",Eddy (Nick Moran) convinces three friends to pool funds for a high-stakes poker game against local crime boss Hatchet Harry...,negative,28356188.0,Comedy,8.2,66.0,107.0,571080.0
421,Dragged Across Concrete,2018,76,83.792,S. Craig Zahler,"Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White",Police partners descend into the criminal underworld after they are suspended for assaulting a suspect on video....,positive,830581.0,Drama,6.9,60.0,159.0,45050.0
422,Kelly's Heroes,1970,78,79.642,Brian G. Hutton,"Clint Eastwood, Telly Savalas, Don Rickles, Donald Sutherland","In the midst of World War II, an array of colorful American soldiers gets inside information from a drunk German...",positive,5200000.0,Comedy,7.6,50.0,144.0,49026.0
423,Sneakers,1992,79,83.165,Phil Alden Robinson,"Robert Redford, Dan Aykroyd, Ben Kingsley, Mary McDonnell",Computer hacker Martin (Robert Redford) heads a group of specialists who test the security of various San Francisco companies. Martin...,positive,51433000.0,Comedy,7.1,65.0,126.0,58386.0
424,The Bank Job,2008,80,85.017,Roger Donaldson,"Jason Statham, Saffron Burrows, Richard Lintern, Stephen Campbell Moore",Self-reformed petty criminal Terry Leather (Jason Statham) has become a financially struggling car dealer and settled into a pedestrian London...,negative,66143005.0,Drama,7.2,69.0,111.0,180299.0
425,Ocean's Eleven,2001,83,89.342,Steven Soderbergh,"George Clooney, Matt Damon, Andy Garcia, Brad Pitt",Dapper Danny Ocean (George Clooney) is a man of action. Less than 24 hours into his parole from a New...,positive,450728529.0,Comedy,6.5,57.0,127.0,23020.0
426,Ant-Man,2015,83,96.39,Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll","Forced out of his own company by former protégé Darren Cross, Dr. Hank Pym (Michael Douglas) recruits the talents of...",positive,518858449.0,Sci-Fi,7.3,64.0,117.0,641778.0
427,Rogue One: A Star Wars Story,2016,84,114.476,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","Former scientist Galen Erso lives on a farm with his wife and young daughter, Jyn. His peaceful existence comes crashing...",positive,1055135598.0,Sci-Fi,7.8,65.0,133.0,605963.0
428,Bottle Rocket,1996,85,88.747,Wes Anderson,"Owen C. Wilson, Luke Wilson, Robert Musgrave, Andrew Wilson","In Wes Anderson's first feature film, Anthony (Luke Wilson) has just been released from a mental hospital, only to find...",positive,407488.0,Comedy,6.9,66.0,91.0,75946.0
429,The Getaway,1972,86,85.013,Sam Peckinpah,"Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers","When convict Doc McCoy (Steve McQueen) is refused parole, he enlists his wife, Carol (Ali MacGraw), to strike a deal...",negative,36734619.0,Thriller,7.4,55.0,123.0,31925.0
430,Inside Man,2006,86,95.163,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster, Willem Dafoe","A tough detective (Denzel Washington) matches wits with a cunning bank robber (Clive Owen), as a tense hostage crisis is...",positive,185798265.0,Drama,7.6,76.0,129.0,366240.0
431,Thunderbolt and Lightfoot,1974,87,89.513,Michael Cimino,"Clint Eastwood, Jeff Bridges, George Kennedy, Geoffrey Lewis","While stealing a car, free-spirited drifter Lightfoot (Jeff Bridges) crosses paths with legendary thief Thunderbolt (Clint Eastwood) in the midst...",positive,25000000.0,Comedy,7.0,62.0,115.0,25072.0
432,Jackie Brown,1997,87,92.07,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda","When flight attendant Jackie Brown (Pam Grier) is busted smuggling money for her arms dealer boss, Ordell Robbie (Samuel L....",negative,74727492.0,Drama,7.5,64.0,154.0,341783.0
433,Sexy Beast,2000,87,90.873,Jonathan Glazer,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman",Ex-villain Gal Dove (Ray Winstone) has served his time behind bars and is blissfully retired to a Spanish villa paradise...,positive,10158355.0,Drama,7.3,79.0,89.0,60446.0
434,The Lookout,2007,87,93.405,Scott Frank,"Joseph Gordon-Levitt, Jeff Daniels, Carla Gugino, Matthew Goode","Chris (Joseph Gordon-Levitt), a star athlete, has the world at his feet. Then a devastating car accident leaves him with...",positive,5555018.0,Drama,7.0,73.0,99.0,58635.0
435,Bonnie and Clyde,1967,89,94.69,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman","Small-time crook Clyde Barrow (Warren Beatty) tries to steal a car and winds up with its owner's daughter, dissatisfied small-town...",negative,50700000.0,Drama,7.7,86.0,111.0,111328.0
436,The Usual Suspects,1995,88,93.013,Bryan Singer,"Stephen Baldwin, Gabriel Byrne, Chazz Palminteri, Kevin Pollak","""The greatest trick the devil ever pulled was convincing the world he didn't exist,"" says con man Kint (Kevin Spacey),...",positive,34449356.0,Drama,8.5,77.0,106.0,1060581.0
437,American Animals,2018,88,99.909,Bart Layton,"Barry Keoghan, Evan Peters, Jared Abrahamson, Blake Jenner","Spencer Reinhard, Warren Lipka, Eric Borsuk and Chas Allen are four friends who live an ordinary existence in Kentucky. After...",positive,4535409.0,Drama,7.0,68.0,116.0,44004.0
438,The Pink Panther,1963,89,90.514,Blake Edwards,"Peter Sellers, David Niven, Robert Wagner, Capucine","In this first film of the beloved comic series, dashing European thief Sir Charles Lytton (David Niven) plans to steal...",positive,158926474.0,Comedy,7.1,55.0,115.0,51889.0
439,Butch Cassidy and the Sundance Kid,1969,89,94.423,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin","The true story of fast-draws and wild rides, battles with posses, train and bank robberies, a torrid love affair and...",positive,102310711.0,Drama,8.0,66.0,110.0,213230.0
440,The Wild Bunch,1969,90,97.66,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien","In this gritty Western classic, aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by...",positive,509424.0,Adventure,7.9,97.0,135.0,83680.0
441,Kajillionaire,2020,90,103.707,Miranda July,"Evan Rachel Wood, Gina Rodriguez, Richard Jenkins, Debra Winger","Two con artists have spent 26 years training their only daughter to swindle, scam and steal at every turn. During...",negative,1615171.0,Comedy,6.4,78.0,104.0,17291.0
442,Widows,2018,91,117.427,Steve McQueen,"Viola Davis, Colin Farrell, Michelle Rodriguez, Elizabeth Debicki","A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows -- Veronica, Linda,...",negative,75984700.0,Drama,6.9,84.0,129.0,95946.0
443,Reservoir Dogs,1992,90,95.919,Quentin Tarantino,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn",A group of thieves assemble to pull of the perfect diamond heist. It turns into a bloody ambush when one...,positive,2990680.0,Drama,8.3,79.0,99.0,990420.0
444,The Town,2010,92,100.563,Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",Doug MacRay (Ben Affleck) leads a band of ruthless bank robbers and has no real attachments except for James (Jeremy...,positive,152566881.0,Drama,7.5,74.0,125.0,382457.0
445,Logan Lucky,2017,92,113.046,Steven Soderbergh,"Channing Tatum, Adam Driver, Farrah Mackenzie, Riley Keough",West Virginia family man Jimmy Logan teams up with his one-armed brother Clyde and sister Mellie to steal money from...,positive,49046121.0,Comedy,7.0,78.0,118.0,146786.0
446,Out of Sight,1998,93,97.588,Steven Soderbergh,"George Clooney, Jennifer Lopez, Ving Rhames, Don Cheadle","Meet Jack Foley (George Clooney), the most successful bank robber in the country. On the day he busts out of...",positive,77562568.0,Comedy,7.0,85.0,123.0,91635.0
447,Thief,1981,94,94.932,Michael Mann,"James Caan, Tuesday Weld, Willie Nelson, James Belushi","A highly skilled jewel thief, Frank (James Caan) longs to leave his dangerous trade and settle down with his girlfriend,...",positive,4301338.0,Drama,7.4,78.0,123.0,30508.0
448,To Catch a Thief,1955,94,99.245,Alfred Hitchcock,"Cary Grant, Grace Kelly, Jessie Royce Landis, John Williams",Notorious cat burglar John Robie (Cary Grant) has long since retired to tend vineyards on the French Riviera. When a...,negative,8752104.0,Thriller,7.4,82.0,106.0,71859.0
449,The Sting,1973,94,100.178,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning","Following the murder of a mutual friend, aspiring con man Johnny Hooker (Robert Redford) teams up with old pro Henry...",positive,159616327.0,Comedy,8.3,83.0,129.0,257549.0
450,Three Kings,1999,94,98.422,David O. Russell,"George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","Just after the end of the Gulf War, four American soldiers decide to steal a cache of Saddam Hussein's hidden...",negative,107752036.0,Comedy,7.1,82.0,114.0,169670.0
451,Dog Day Afternoon,1975,96,98.975,Sidney Lumet,"Al Pacino, John Cazale, Charles Durning, Chris Sarandon","When inexperienced criminal Sonny Wortzik (Al Pacino) leads a bank robbery in Brooklyn, things quickly go wrong, and a hostage...",negative,46665856.0,Drama,8.0,86.0,125.0,252504.0
452,Hell or High Water,2016,97,114.597,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham",Toby is a divorced father who's trying to make a better life for his son. His brother Tanner is an...,positive,37566117.0,Drama,7.6,88.0,102.0,225276.0
453,Blue Crush,2002,62,65.646,John Stockwell,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake",Nothing gets between Anne Marie (Kate Bosworth) and her board. Living in a beach shack with three roommates including her...,negative,51618420.0,Drama,5.7,61.0,104.0,31305.0
454,Rocky III,1982,66,67.917,Sylvester Stallone,"Sylvester Stallone, Mr. T, Talia Shire, Carl Weathers","Having become the world heavyweight champion, former working-class boxer Rocky Balboa (Sylvester Stallone) is rich and famous beyond his wildest...",positive,125053490.0,Drama,6.8,57.0,99.0,187206.0
455,The Sandlot,1993,64,68.61,David Mickey Evans,"Thomas Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi","When Scottie Smalls (Thomas Guiry) moves to a new neighborhood, he manages to make friends with a group of kids...",positive,32416586.0,Drama,7.8,55.0,101.0,89092.0
456,Coach Carter,2005,64,69.189,Thomas Carter,"Samuel L. Jackson, Robert Ri'chard, Rob Brown, Ashanti","In 1999, Ken Carter (Samuel L. Jackson) returns to his old high school in Richmond, California, to get the basketball...",negative,76665507.0,Drama,7.3,57.0,136.0,143962.0
457,Rollerball,1975,69,70.566,Norman Jewison,"James Caan, John Houseman, Maud Adams, John Beck",The year is 2018 in a futuristic society where corporations have replaced countries. A violent futuristic game known as Rollerball...,positive,30000000.0,Sci-Fi,3.1,14.0,98.0,28173.0
458,Fever Pitch,2005,65,73.406,Bobby Farrelly,"Drew Barrymore, Jimmy Fallon, James B. Sikking, JoBeth Williams","When Ben Wrightman (Jimmy Fallon), a young teacher, begins dating pretty businesswoman Lindsey Meeks (Drew Barrymore), the two don't seem...",negative,50071069.0,Comedy,6.2,56.0,104.0,45042.0
459,Ali,2001,68,73.151,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","With wit and athletic genius, with defiant rage and inner grace, Muhammad Ali forever changed the American landscape. Fighting all...",positive,87683966.0,Drama,6.7,65.0,157.0,98915.0
460,The Blind Side,2009,66,73.737,John Lee Hancock,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head","Michael Oher (Quinton Aaron), a homeless black teen, has drifted in and out of the school system for years. Then...",negative,305705794.0,Drama,7.6,53.0,129.0,324097.0
461,The Karate Kid,2010,66,74.433,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han","When his mother's career results in a move to China, 12-year-old Dre Parker (Jaden Smith) finds that he is a...",positive,351774938.0,Drama,7.3,60.0,126.0,219360.0
462,Tin Cup,1996,72,73.741,Ron Shelton,"Kevin Costner, Rene Russo, Cheech Marin, Linda Hart","Roy McAvoy (Kevin Costner) was a golf pro with a bright future, but his rebellious nature and bad attitude cost...",negative,75854588.0,Comedy,6.4,60.0,135.0,49830.0
463,Dodgeball: A True Underdog Story,2004,71,77.637,Rawson Marshall Thurber,"Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn","Average Joe's Gym and its owner, Peter La Fleur (Vince Vaughn), are both down on their luck. A fancy competing...",negative,167791704.0,Comedy,6.7,55.0,92.0,244758.0
464,Blades of Glory,2007,70,78.35,Will Speck,"Will Ferrell, Jon Heder, Will Arnett, Amy Poehler",Figure skaters Chazz Michael Michaels (Will Ferrell) and Jimmy MacElroy (Jon Heder) take their intense rivalry too far during the...,positive,145594548.0,Comedy,6.3,64.0,93.0,167458.0
465,Remember the Titans,2000,73,76.787,Boaz Yakin,"Denzel Washington, Will Patton, Donald Adeosun Faison, Wood Harris","In Virginia, high school football is a way of life, an institution revered, each game celebrated more lavishly than Christmas,...",positive,136771683.0,Drama,7.8,48.0,113.0,211597.0
466,Cool Runnings,1993,76,77.898,Jon Turteltaub,"Leon, Doug E. Doug, Malik Yoba, John Candy","Four Jamaican bobsledders dream of competing in the Winter Olympics, despite never having seen snow. With the help of a...",negative,155008909.0,Comedy,7.0,60.0,98.0,102502.0
467,White Men Can't Jump,1992,77,78.445,Ron Shelton,"Wesley Snipes, Woody Harrelson, Rosie Perez, Tyra Ferrell",Billy Hoyle (Woody Harrelson) is a white basketball hustler who banks on black players underestimating his skills on the court....,negative,90753806.0,Comedy,6.8,65.0,115.0,84959.0
468,Rudy,1993,78,81.374,David Anspaugh,"Sean Astin, Ned Beatty, Charles S. Dutton, Robert Prosky","Rudy Ruettiger (Sean Astin) wants to play football at the University of Notre Dame, but has neither the money for...",negative,22750363.0,Drama,7.5,71.0,114.0,62620.0
469,The Longest Yard,1974,79,81.852,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad",An ex-football star doing time is forced by the warden to organize a team of inmates to play against his...,positive,191558505.0,Comedy,6.4,48.0,113.0,176375.0
470,He Got Game,1998,81,81.648,Spike Lee,"Denzel Washington, Ray Allen, Milla Jovovich, Rosario Dawson",Jake Shuttleworth (Denzel Washington) has spent the last six years in prison after accidentally killing his wife during a violent...,negative,22411948.0,Drama,6.9,64.0,136.0,47694.0
471,Seabiscuit,2003,78,84.659,Gary Ross,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks","In the midst of the Great Depression, a businessman (Jeff Bridges) coping with the tragic death of his son, a...",positive,148715342.0,Drama,7.3,72.0,140.0,72390.0
472,Rocky Balboa,2006,77,83.847,Sylvester Stallone,"Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes","Now long-retired, Rocky (Sylvester Stallone) runs a Philadelphia eatery and mourns the loss of his beloved wife, Adrian. Yearning to...",positive,156229050.0,Drama,7.1,63.0,102.0,214035.0
473,Miracle,2004,81,86.594,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann","When college coach Herb Brooks (Kurt Russell) is hired to helm the 1980 U.S. men's Olympic hockey team, he brings...",positive,64474705.0,Drama,7.4,68.0,135.0,53878.0
474,Invictus,2009,76,84.96,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng","Following the fall of apartheid, newly elected President Nelson Mandela (Morgan Freeman) faces a South Africa that is racially and...",positive,124514011.0,Drama,7.3,74.0,134.0,158039.0
475,Major League,1989,83,84.732,David S. Ward,"Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton","The new owner of the Cleveland Indians, former showgirl Rachel Phelps (Margaret Whitton), has a sweetheart deal to move the...",negative,49793054.0,Comedy,7.2,62.0,107.0,68236.0
476,Goon,2011,81,85.184,Michael Dowse,"Seann William Scott, Jay Baruchel, Alison Pill, Marc-André Grondin","Though a misfit among his brainy family members, Massachusetts bouncer Doug Glatt (Seann William Scott) has a knockout punch that...",positive,7018603.0,Comedy,6.8,64.0,92.0,86871.0
477,"McFarland, USA",2015,80,85.092,Niki Caro,"Kevin Costner, Maria Bello, Morgan Saylor, Michael Aguero",Track coach Jim White (Kevin Costner) is a newcomer to a predominantly Latino high-school in California's Central Valley. Coach White...,positive,45707924.0,Drama,7.4,60.0,129.0,38437.0
478,North Dallas Forty,1979,84,85.459,Ted Kotcheff,"Nick Nolte, Mac Davis, Charles Durning, Dayle Haddon",A brutal satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the...,positive,19010710.0,Comedy,6.9,80.0,119.0,5297.0
479,The Natural,1984,83,84.974,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger","On the way to a tryout with the Chicago Cubs, young baseball phenom Roy Hobbs (Robert Redford) is shot by...",negative,47951979.0,Drama,7.4,61.0,138.0,48521.0
480,The World's Fastest Indian,2005,82,86.898,Roger Donaldson,"Anthony Hopkins, Bruce Greenwood, Diane Ladd, Paul Rodriguez","New Zealander Burt Munro spent years perfecting his classic Indian motorcycle. The year is 1967, and Burt takes his machine...",positive,18991288.0,Drama,7.8,68.0,127.0,54556.0
481,Cinderella Man,2005,80,88.275,Ron Howard,"Russell Crowe, Renée Zellweger, Paul Giamatti, Craig Bierko","During the Great Depression, ex-boxer James J. Braddock (Russell Crowe) works as a day laborer until his former manager Joe...",positive,105021488.0,Drama,8.0,69.0,144.0,185420.0
482,Slap Shot,1977,83,86.1,George Roy Hill,"Paul Newman, Michael Ontkean, Lindsay Crouse, Strother Martin","In the small New England town of Charlestown, the local mill is about to lay off 10,000 workers. The town's...",negative,28000000.0,Drama,7.3,61.0,123.0,37133.0
483,Jerry Maguire,1996,84,89.238,Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renee Zellweger, Kelly Preston","When slick sports agent Jerry Maguire (Tom Cruise) has a crisis of conscience, he pens a heartfelt company-wide memo that...",positive,273552592.0,Comedy,7.3,77.0,139.0,259927.0
484,Early Man,2018,80,90.504,Nick Park,"Eddie Redmayne, Tom Hiddleston, Maisie Williams, Miriam Margolyes","A plucky cave man named Dug, his sidekick Hognob and the rest of their tribe face a grave threat to...",negative,45285890.0,Adventure,6.1,68.0,89.0,21905.0
485,42,2013,81,88.09,Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni","In 1946, Branch Rickey (Harrison Ford), legendary manager of the Brooklyn Dodgers, defies major league baseball's notorious color barrier by...",positive,97470701.0,Drama,7.5,62.0,128.0,93616.0
486,Chariots of Fire,1981,82,87.779,Hugh Hudson,"Ben Cross, Ian Charleson, John Gielgud, Nigel Havers","In the class-obsessed and religiously divided United Kingdom of the early 1920s, two determined young runners train for the 1924...",positive,61910507.0,Drama,7.1,78.0,125.0,59509.0
487,Warrior,2011,84,90.875,Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison","An estranged family finds redemption in the unlikeliest of places: the MMA ring. Tommy (Tom Hardy), an ex-Marine with a...",positive,24215385.0,Drama,8.2,71.0,140.0,463431.0
